country,Electiondate,ev_count,EventViolence,ActorNameNew,Actor1Name,Actor1Type,TargetNameNew,Target1Name,Target1Type
Albania,1996-05-26T00:00:00Z,1,0,Opposition Party,Opposition Party Members,3,Government,Government,1
Turkey,1999-04-18T00:00:00Z,61,0,Protestors,Protesters,2,Government,Government,1
Turkey,2007-07-22T00:00:00Z,61,0,Protestors,Protesters,2,Government,Government,1
Zambia,2011-09-20T00:00:00Z,61,1,Protestors,Protesters,2,Government,Government,1
Kuwait,1996-10-23T00:00:00Z,0,0,Political Activists,women activists,2,Government,Kuwaiti government,1
Kuwait,2008-05-17T00:00:00Z,0,0,Government Officials,cabinet members,1,Government,Kuwaiti parliament,1
Nigeria,2011-04-16T00:00:00Z,1,1,Protestors,Protesters,2,Military,Soldiers,1
Iran,2000-02-18T00:00:00Z,0,0,Protestors,protesters,2,Government,government conservative faction,1
Taiwan,1995-12-02T00:00:00Z,0,0,Protestors,protesters,2,Government Leader,president Lee Teng-hui,1
Taiwan,2012-11-14T00:00:00Z,0,0,Protestors,Protesters,2,Government Leader,President Ma Ying-jeou,1
India,2009-04-16T00:00:00Z,1,1,Militant Group,Maoist guerrillas,4,Military,security forces,1
Iraq,2005-12-15T00:00:00Z,1,1,Unknown,unknown,NA,Government,interior ministry patrol,1
Iraq,2005-01-30T00:00:00Z,1,1,Unknown,unknown,NA,Government,Interior Ministry special forces member,1
Albania,1997-07-06T00:00:00Z,1,1,Unknown,Unknown,NA,Foreign Entities,International Peacekeeping Force,5
Equatorial Guinea,1993-11-21T00:00:00Z,1,1,Police,Police,1,Party Supporters,Bubi supporters,2
Pakistan,2008-02-18T00:00:00Z,1,1,Protestors,protesters,2,Government Leader,President Musharraf,1
India,1991-05-20T00:00:00Z,1,1,Militant Group,Maoist militants,4,Civilians,civilians,2
Tajikistan,1994-11-06T00:00:00Z,1,1,Unknown,Unknown,NA,Media,International telephone exchange,1
Peru,2000-04-09T00:00:00Z,1,1,Party Supporters,Peru 2000 supporters,2,Civilians,Landowners,2
India,2009-04-16T00:00:00Z,2,1,Militant Group,Maoist militants,4,Government,Indian government,1
Iran,2009-06-12T00:00:00Z,1,1,Unknown,Unknown,NA,Government,Iranian Government,1
Albania,1996-06-02T00:00:00Z,1,0,Opposition Party,Opposition Party Members,3,Government,Government,1
Armenia,2007-05-12T00:00:00Z,1,0,Opposition Party,opposition party members,3,Government,government,1
Azerbaijan,2005-11-06T00:00:00Z,0,0,Opposition Party,opposition party members,3,Government,Ilham Aliev's government,1
Comoros,2006-05-14T00:00:00Z,0,0,Protestors,Protesters,2,Government,"Government, Court",1
Iraq,2010-03-07T00:00:00Z,1,1,Unknown,Unknown,NA,Foreign Entities,Iranians,5
India,2009-04-16T00:00:00Z,2,1,Militant Group,Maoist militants,4,Government,National Aluminum Company Limited,1
India,2009-04-16T00:00:00Z,1,1,Militant Group,Maoist militants,4,Military,paramilitary troops,1
India,2009-04-16T00:00:00Z,1,1,Militant Group,Maoist militants,4,Police,police,1
Iraq,2005-01-30T00:00:00Z,1,1,Unknown,Unknown,NA,Military,Iraqi Army,1
Iraq,2005-01-30T00:00:00Z,1,1,Unknown,Unknown,NA,Military,Iraqi army officers,1
Iraq,2005-01-30T00:00:00Z,1,1,Unknown,Unknown,NA,Political Party,Iraqi Communist Party,3
Iran,2000-02-18T00:00:00Z,1,0,Protestors,protesters,2,Government,Guardian Council,1
Bangladesh,1996-02-15T00:00:00Z,0,0,Opposition Party,opposition party members,3,Government,Governing party BNP,1
Belarus,1995-05-14T00:00:00Z,1,0,Opposition Party,opposition party members,3,Government,government,1
Iran,2004-02-20T00:00:00Z,1,1,Protestors,protesters,2,Government,Guardian Council,1
Ukraine,2004-11-21T00:00:00Z,0,0,Party Supporters,Yushchenko supporters,2,Government Officials,lawmakers,1
Iran,2001-06-08T00:00:00Z,0,0,Government ,conservative judiciary,1,Media,pro-reform newspapers,5
Equatorial Guinea,2004-04-25T00:00:00Z,9,0,Police,Police,1,Civilians,Citizens,2
Republic of Congo,1993-06-06T00:00:00Z,6,1,Protestors,Protesters,2,Protestors,Protesters,2
Iraq,2005-12-15T00:00:00Z,1,1,Unknown,unknown,NA,Election Officials,Iraqi election official,1
Iran,2004-02-20T00:00:00Z,0,0,Government ,conservative judiciary,1,Media,pro-reform newspapers,5
Hungary,2002-04-21T00:00:00Z,0,0,Protestors,Protesters,2,Government,Hungarian Socialist Party,1
Equatorial Guinea,2009-11-29T00:00:00Z,0,0,Police,Police,1,Opposition Activists,Opposition activist,3
Equatorial Guinea,1999-03-07T00:00:00Z,12,0,Police,Police,1,Opposition Candidate,Opposition candidates,3
Ethiopia,2005-05-15T00:00:00Z,3,0,Police,Police,1,Media,Journalist,2
Senegal,2012-02-26T00:00:00Z,0,0,Protestors,Protesters,2,Government Leader,President Wade,1
Iraq,2005-01-30T00:00:00Z,1,1,Unknown,Unknown,NA,Military,iraqi employees of US military,2
Ivory Coast,2000-10-22T00:00:00Z,5,1,Protestors,Protesters,2,Government,Ivory Coast government,1
Iran,2001-06-08T00:00:00Z,0,0,Government ,conservative judiciary,1,Media,reformist editor & liberal cleric,2
Iraq,2005-12-15T00:00:00Z,1,1,Unknown,unknown,NA,Party Workers,Iraqi Front for National Dialogue campaigners,3
Iran,2001-06-08T00:00:00Z,0,0,Government ,conservative judiciary,1,Civilians,residents,2
Iraq,2005-01-30T00:00:00Z,1,1,Unknown,Unknown,NA,Military,Iraqi general,1
Iraq,2005-12-15T00:00:00Z,1,1,Unknown,unknown,NA,Government,Iraqi government,1
Iraq,2005-01-30T00:00:00Z,1,1,Unknown,Unknown,NA,Military,Iraqi guards,1
Ivory Coast,2000-10-22T00:00:00Z,5,0,Protestors,Protesters,2,Government,Ivory Coast government,1
Bangladesh,1996-02-15T00:00:00Z,2,1,Opposition Activists,Opposition activists,3,Party Supporters,supporters governing party BNP,2
Ethiopia,2005-05-15T00:00:00Z,7,0,Police,Police,1,Media,Journalists,2
Ethiopia,2005-05-15T00:00:00Z,1,0,Police,Police,1,Opposition Party,Opposition,3
Ethiopia,2005-05-15T00:00:00Z,3,0,Police,Police,1,Opposition Leaders,Opposition leader,3
Iran,2001-06-08T00:00:00Z,0,0,Government ,conservative judiciary,1,Government Leader,Tehran governor,1
Indonesia,2009-04-09T00:00:00Z,1,1,Rebel Group,pro-indpendence rebels (Free Papua Movement (OPM)),4,Civilians,citizens,2
Iran,2001-06-08T00:00:00Z,0,0,Government ,conservative judiciary ,1,Government Officials,deputy Interior Minister,1
Iraq,2005-12-15T00:00:00Z,1,1,Unknown,unknown,NA,Building,Iraqi Islamic Party office,3
Ethiopia,2005-05-15T00:00:00Z,3,1,Police,Police,1,Opposition Leaders,Opposition leader,1
Ethiopia,2005-05-15T00:00:00Z,3,0,Police,Police,1,Opposition Leaders,Opposition leaders,3
Ethiopia,2005-05-15T00:00:00Z,1,1,Police,Police,1,Opposition Party,Opposition member,3
India,2004-04-20T00:00:00Z,0,0,Militant Group,militant groups,4,Government,Indian government,1
Morocco,1993-06-25T00:00:00Z,48,0,Opposition Supporters,Opposition supporters,1,Government,Government,1
Iraq,2005-12-15T00:00:00Z,1,1,Unknown,unknown,NA,Building,Iraqi National Accord party office,3
Ethiopia,1994-08-28T00:00:00Z,6,0,Police,Police,1,Opposition Party,Opposition members,3
Iraq,2005-01-30T00:00:00Z,3,1,Foreign Entities,British soldiers,5,Rebel Group,rebels,4
Ethiopia,2005-05-15T00:00:00Z,6,0,Police,Police,1,Opposition Party,Opposition members,3
Ethiopia,2005-05-15T00:00:00Z,0,0,Police,Police,1,Election Observers,Opposition poll observers,3
Ethiopia,2000-05-14T00:00:00Z,33,0,Police,Police,1,Opposition Supporters,Opposition supporters,2
Iran,2001-06-08T00:00:00Z,0,0,Military,security forces,1,Party Supporters,reformist supporters,2
Lebanon,2005-05-28T00:00:00Z,1,1,Party Members,Christian faction member,3,Political Activists,Lebanese Forces activists,3
Mozambique,1994-10-27T00:00:00Z,1,1,Opposition Supporters,Opposition supporters,2,Political Party,Frelimo party,3
Ethiopia,2005-05-15T00:00:00Z,33,1,Police,Police,1,Opposition Supporters,Opposition supporters,2
Iraq,2005-01-30T00:00:00Z,3,1,Unknown,Unknown,NA,Military,Iraqi national guard,1
Ethiopia,2005-05-15T00:00:00Z,33,0,Police,Police,1,Opposition Supporters,Opposition supporters,2
Sri Lanka,2000-10-10T00:00:00Z,0,0,Party Supporters,government (PA) supporters,2,Protestors,leftist demonstators,3
El Salvador,1991-03-10T00:00:00Z,1,1,Party Supporters,government party supporter,2,Political Candidate,leftist election candidate,3
Iran,2001-06-08T00:00:00Z,1,1,Military,security forces,1,Civilians,rivalling groups,5
Indonesia,2009-04-09T00:00:00Z,3,1,Rebel Group,pro-indpendence rebels (Free Papua Movement (OPM)),4,Government,Government,1
Ivory Coast,2000-12-10T00:00:00Z,5,1,Protestors,Protesters,2,Government,Ivory Coast government,1
Iraq,2005-01-30T00:00:00Z,1,1,Unknown,unknown,NA,Military,Iraqi National Guard,1
Ethiopia,2010-05-23T00:00:00Z,33,0,Police,Police,1,Opposition Supporters,Opposition supporters,2
Papua New Guinea,1997-06-14T00:00:00Z,1,0,Protestors,protesters,2,Government Leader,Prime Minister Chan,1
Iraq,2005-01-30T00:00:00Z,2,1,Unknown,unknown,NA,Military,Iraqi national guard,1
India,1998-02-16T00:00:00Z,3,1,Militant Group,militants,4,Civilians,civilian,2
Iraq,2005-01-30T00:00:00Z,1,1,Unknown,unknown,NA,Military,iraqi national guard,1
Iraq,2005-01-30T00:00:00Z,1,1,Unknown,Unknown,NA,Military,Iraqi National Guard,1
Iraq,2005-01-30T00:00:00Z,1,1,Unknown,Unknown,NA,Military,Iraqi national guards,1
India,2004-04-20T00:00:00Z,2,1,Militant Group,militants,4,Civilians,civilians,2
Iraq,2005-01-30T00:00:00Z,1,1,Unknown,Unknown,NA,Military,Iraqi national guardsman,1
Iraq,2005-12-15T00:00:00Z,1,1,Unknown,unknown,NA,Political Candidate,Iraqi National List candidate,3
Iraq,2005-01-30T00:00:00Z,1,1,Unknown,Unknown,NA,Government Officials,Iraqi official,1
Iran,2001-06-08T00:00:00Z,0,0,Government ,conservative judiciary ,1,Government Officials,interior minister,1
Dominican Republic,2002-05-16T00:00:00Z,1,1,Political Activists,Revolutionary Party Activists,3,Political Activists,Liberation Party Activists,3
Iraq,2005-01-30T00:00:00Z,1,1,Unknown,unknown,NA,Military,iraqi security officials,1
Dominican Republic,2000-05-16T00:00:00Z,2,1,Party Supporters,Revolutionary Party Supporters,2,Party Supporters,Liberation Party Supporters,2
Dominican Republic,2002-05-16T00:00:00Z,2,1,Party Supporters,Revolutionary Party Supporters,2,Party Supporters,Liberation Party Supporters,2
Dominican Republic,1996-06-30T00:00:00Z,1,1,Political Activists,Revolutionary Party Activists,3,Party Supporters,Liberation Party Supporters,3
Ethiopia,2000-05-14T00:00:00Z,2,0,Police,Police,1,Unknown,Unknown,NA
India,2004-04-20T00:00:00Z,1,1,Militant Group,militants,4,Political Party,Congress party,3
Iran,2001-06-08T00:00:00Z,0,0,Military,security forces,1,Civilians,saboteurs,2
Iraq,2005-01-30T00:00:00Z,1,1,Unknown,unknown,NA,Government Leader,"Iraqi Shiite political leader,",1
Bangladesh,1996-02-15T00:00:00Z,1,1,Political Activists,BNP activists,3,Party Leaders,Local AL party leader,3
Iran,2000-02-18T00:00:00Z,1,1,Military,security services,1,Students,students,2
Bangladesh,1996-02-15T00:00:00Z,2,1,Opposition Activists,opposition activists,3,Party Supporters,supporters governing party BNP,2
Fiji,1999-05-08T00:00:00Z,1,0,Police,police,1,Civilians,civilians,2
Iraq,2005-01-30T00:00:00Z,2,1,Unknown,Unknown,NA,Military,Iraqi soldiers,1
Indonesia,2009-04-09T00:00:00Z,5,1,Rebel Group,pro-indpendence rebels (Free Papua Movement (OPM)),4,Police,police,1
Armenia,2003-05-25T00:00:00Z,1,1,Party Supporters,government supporter (republican party),3,Election Observers,local election observer,1
Uganda,2011-02-18T00:00:00Z,1,1,Terrorist Group,Kiboko Squad,4,Party Members,Democratic Party member and journalist,3
Indonesia,2009-07-08T00:00:00Z,5,1,Rebel Group,pro-indpendence rebels (Free Papua Movement (OPM)),4,Police,police,1
Iraq,2005-01-30T00:00:00Z,2,1,Unknown,Unknown,NA,Military,Iraqi Soldiers,1
Iraq,2005-12-15T00:00:00Z,3,1,Unknown,unknown,NA,Military,Iraqi soldiers,1
Senegal,2012-02-26T00:00:00Z,1,1,Protestors,Protesters,2,Police,Senegal riot police,1
Senegal,2012-02-26T00:00:00Z,1,1,Protestors,Protesters,2,Military,Senegal security forces,1
Bolivia,2008-08-10T00:00:00Z,0,0,Party Supporters,Pro-Morales Supporters,3,Government,Local Government,1
Senegal,1998-05-25T00:00:00Z,1,1,Protestors,Protesters,2,Government Officials,Tribunal chairman,1
Iran,2000-02-18T00:00:00Z,5,1,Protestors,protesters,2,Government,local government,1
Iran,2000-02-18T00:00:00Z,5,0,Protestors,protesters,2,Government,local government,1
Serbia,2003-11-16T00:00:00Z,1,1,Protestors,protesters,2,Police,police,1
Libya,2012-07-07T00:00:00Z,0,0,Protestors,Protesters,2,Government,Lybian government,1
Iran,2004-02-20T00:00:00Z,1,1,Party Supporters,supporters of candidate,2,Government,local government,1
Iraq,2005-01-30T00:00:00Z,1,1,Unknown,Unknown,NA,Military,Iraqi troops,1
Kenya,1997-12-29T00:00:00Z,1,1,Opposition Leaders,Opposition leader,3,Political Candidate,Local government candidate,3
Mozambique,1994-10-27T00:00:00Z,4,1,Opposition Supporters,Opposition supporters,2,Party Supporters,Government supporter,2
India,2004-04-20T00:00:00Z,3,1,Militant Group,militants,4,Election Officials,election officials,1
Libya,2012-07-07T00:00:00Z,2,0,Protestors,Protesters,2,Government,Lybian transitional government,1
Iraq,2005-01-30T00:00:00Z,1,1,Unknown,unknown,NA,Military,iraqi troops,1
Libya,2012-07-07T00:00:00Z,2,1,Protestors,Protesters,2,Government,Lybian transitional government,1
Iran,2001-06-08T00:00:00Z,1,1,Unknown,unknown,NA,Political Party,Islamic Iran Participation Front,3
Lebanon,2000-08-27T00:00:00Z,1,1,Militant Group,Amal,3,Terrorist Group,Hezbollah,3
Iraq,2005-12-15T00:00:00Z,1,1,Unknown,unknown,NA,Party Workers,Islamic party head bodyguard,3
Bangladesh,2008-12-29T00:00:00Z,1,1,Political Activists,activists AL,3,Party Leaders,local leader BNP,3
Iraq,2005-12-15T00:00:00Z,1,1,Unknown,unknown,NA,Party Members,Islamic party member,3
Fiji,2001-08-25T00:00:00Z,0,0,Police,police,1,Civilians,fraudulent voters,2
Iraq,2005-12-15T00:00:00Z,1,1,Unknown,unknown,NA,Party Members,Islamic Party member,3
Azerbaijan,1991-09-08T00:00:00Z,0,0,Protestors,protesters,2,Government,parliament,1
Dominican Republic,2000-05-16T00:00:00Z,1,1,Political Candidate,Presidential Candidate Hipolito Mejia,3,Party Members,Local Official of Liberation Party,3
Iraq,2005-12-15T00:00:00Z,1,1,Unknown,unknown,NA,Party Members,Islamic party official and bodyguards,3
Iraq,2005-12-15T00:00:00Z,6,1,Unknown,unknown,NA,Building,Islamic Union of Kurdistan party office,3
Israel,2001-02-02T00:00:00Z,1,1,Unknown,unknown,NA,Military,Israeli army,1
Mexico,2009-07-05T00:00:00Z,0,0,Government Officials,federal officers,1,Police,local police,1
Taiwan,2004-03-20T00:00:00Z,0,0,Protestors,protesters,2,Government,Parliament,1
Papua New Guinea,1997-06-14T00:00:00Z,1,1,Protestors,protesters,2,Government Leader,Prime Minister Chan,1
Israel,2009-02-10T00:00:00Z,2,1,Unknown,unknown,NA,Government,Israeli government,1
Bangladesh,1996-02-15T00:00:00Z,1,1,Opposition Activists,opposition activists,3,Civilians,train driver,2
Thailand,2005-02-06T00:00:00Z,1,1,Unknown,unknown,NA,Media,ITV reporter,2
Trinidad and Tobago,2002-10-07T00:00:00Z,0,0,Protestors,protesters,2,Government Leader,prime minister Manning,1
Bangladesh,2001-10-01T00:00:00Z,1,1,Party Workers,Awami League workers,3,Party Youth,Local youth leader BNP,3
Democratic Republic of the Congo,2006-10-29T00:00:00Z,1,1,Party Supporters,Bemba supporters,2,Civilians,Locals,NA
Russia,2004-03-14T00:00:00Z,1,1,Unknown,unknown,NA,Political Candidate,"Ivan Rybkin, presidential candidate",3
Gabon,1993-12-05T00:00:00Z,0,0,Police,Gabonese police,1,Civilians,Beninese woman,2
Iraq,2005-01-30T00:00:00Z,1,1,United States,US forces,5,Terrorist Group,Insurgents (Al-Zarqawi),4
Iraq,2005-01-30T00:00:00Z,1,1,Military,Ansar al-Sunnah Army,4,Civilians,citizen,2
Trinidad and Tobago,2000-12-11T00:00:00Z,0,0,Protestors,protesters,2,Government Leader,prime minister Panday,1
Pakistan,2008-02-18T00:00:00Z,1,1,Unknown,Unknown,NA,Political Candidate,Jamiat Ulema-e-Islam candidate,3
Gabon,2009-08-30T00:00:00Z,1,1,Police,Gabonese police,1,Civilians,Convict,2
Iraq,2005-01-30T00:00:00Z,1,1,Military,Ansar al-Sunnah Army,4,United States,US troops,5
Iraq,2005-01-30T00:00:00Z,1,1,Military,National guardsmen,1,Civilians,citizens,2
Ukraine,2004-11-21T00:00:00Z,0,0,Protestors,protesters,2,Government,Russian government,5
Iraq,2005-01-30T00:00:00Z,1,1,Foreign Entities,British troops,5,Islamic Insurgents,Shiite Muslim militiamen,4
Georgia,2012-10-01T00:00:00Z,0,0,Protestors,protesters,2,Government,Saakashvili's Government,1
Iran,2004-02-20T00:00:00Z,0,0,Students,pro-reform students,2,Government,government,1
India,1996-04-27T00:00:00Z,1,1,Unknown,unknown,NA,Political Party,Janata Dal party,3
Zambia,2001-12-27T00:00:00Z,2,1,Protestors,Protesters,2,Government,Supreme Court Chief Justice,1
Ukraine,2004-12-26T00:00:00Z,0,0,Party Supporters,Yanukovych supporters,2,Government Leader,Luhansk mayor,1
Belarus,2001-09-09T00:00:00Z,0,0,Party Supporters,Goncharik's supporters,2,Government Leader,Lukashenko,1
Zambia,2001-12-27T00:00:00Z,2,0,Protestors,Protesters,2,Government,Supreme Court Chief Justice,1
India,1996-04-27T00:00:00Z,1,1,Unknown,unknown,NA,Political Activists,Janata Dal party activist,3
Hungary,2002-04-07T00:00:00Z,1,1,Unknown,Unknown,NA,Political Candidate,"Janos Olah, Hungarian Justice and Life Party Candidate",3
Togo,2005-04-24T00:00:00Z,0,0,Protestors,Protesters,2,Government,Togolese government,1
Ukraine,2004-11-21T00:00:00Z,0,0,Protestors,protesters,2,Civilians,separatists,2
Jamaica,2007-09-03T00:00:00Z,1,1,Unknown,Unknown,NA,Political Activists,JLP Activist (Courtney Gooden),3
Zambia,2001-12-27T00:00:00Z,0,0,Protestors,Protesters,2,Election Commission,Electoral Comission,5
Zambia,2011-09-20T00:00:00Z,1,1,Protestors,Protesters,2,Election Workers,Polling Station Workers,1
Ukraine,2004-11-21T00:00:00Z,0,0,Protestors,protesters,2,Government,Ukrainian government,1
Libya,2012-07-07T00:00:00Z,2,1,Party Supporters,Federalism supporters,2,Government,Lybian transitional government,1
Taiwan,2000-03-18T00:00:00Z,0,0,Protestors,protesters (environmentalists),2,Government,government,1
Azerbaijan,2000-11-05T00:00:00Z,0,0,Protestors,protesters from opposition parties,2,Government,government of president Heydar Aliyev,1
Romania,2007-05-19T00:00:00Z,0,0,Protestors,protestors,2,Government,Babescu,1
Jamaica,2007-09-03T00:00:00Z,1,1,Unknown,Unknown,NA,Party Workers,JLP Campaign Manager (Sanjay Ebanks),3
Jamaica,2002-10-16T00:00:00Z,1,1,Unknown,Unknown,NA,Political Candidate,JLP Candidate - (Olivia Babsy Grange),3
Jamaica,2007-09-03T00:00:00Z,1,1,Unknown,Unknown,NA,Political Candidate,JLP Candidate (Joan Gordon) Motorcade,3
Iraq,2005-12-15T00:00:00Z,0,0,Military,Iraqi military,1,Election Commission,director of the Iraqi electoral commission,1
Nepal,2008-04-10T00:00:00Z,0,0,Party Workers,Madhesi People's Rights Forum workers,3,Party Leaders,Madhesi People's Rights Forum leader,3
Romania,1990-05-20T00:00:00Z,0,0,Students,professors and students,2,Government,government,1
Jamaica,2007-09-03T00:00:00Z,1,1,Unknown,Unknown,NA,Political Candidate,JLP Candidate (Rosalie Hamilton),3
Jamaica,2002-10-16T00:00:00Z,1,1,Unknown,Unknown,NA,Election Workers,JLP Election Worker,1
Nepal,2008-04-10T00:00:00Z,1,1,Political Activists,Nepali Congress activists,3,Party Supporters,Mahadhesis party supporter,2
Iran,2001-06-08T00:00:00Z,0,0,Government ,conservative judiciary ,1,Media,journalist,2
Algeria,1999-04-15T00:00:00Z,12,1,Military,Security forces,1,Islamic Insurgents,Islamic extremists,4
Gabon,1990-09-16T00:00:00Z,2,1,Police,Opposition forces,2,Government,Gabonese government,1
Jamaica,2007-09-03T00:00:00Z,1,1,Unknown,Unknown,NA,Party Members,JLP General Secretary Motorcade (Karl Samuda),3
Kenya,2007-12-27T00:00:00Z,1,1,Party Supporters,Gachagua supporters,2,Party Supporters,Maina supporters,2
Malaysia,2004-03-21T00:00:00Z,0,0,Party Supporters,Anwar Ibrahim supporters,2,Government,Malaysian government,1
Guinea,2010-11-07T00:00:00Z,2,1,Party Supporters,Fula supporters,2,Civilians,Malinke people,2
Romania,2012-07-29T00:00:00Z,0,0,Protestors,protestors,2,Government,Babescu,1
Jamaica,2007-09-03T00:00:00Z,1,1,Unknown,Unknown,NA,Property,JLP Motorcade,3
Kenya,2007-12-27T00:00:00Z,1,1,Party Supporters,ODM supporters,2,Civilians,Man,NA
Bahrain,2002-10-24T00:00:00Z,3,0,Protestors,protestors,2,Government,Bahraini government,1
Jamaica,2002-10-16T00:00:00Z,1,1,Unknown,Unknown,NA,Event,JLP Rally (Seaga present),3
Jamaica,2007-09-03T00:00:00Z,1,1,Unknown,Unknown,NA,Party Supporters,JLP Supporter,2
Bahrain,2006-11-25T00:00:00Z,3,1,Protestors,protestors,2,Government,Bahraini government,1
Sri Lanka,2001-12-05T00:00:00Z,1,1,Party Supporters,PA supporters,2,Civilians,man,2
Gabon,2005-11-27T00:00:00Z,0,0,Police,Gabonese police,1,Opposition Supporters,Opposition supporters,2
Gabon,2005-11-27T00:00:00Z,0,0,Police,Gabonnese police,1,Opposition Supporters,Opposition supporters,2
Gambia,2001-10-18T00:00:00Z,3,1,Police,Police,1,Media,Journalist,2
Gambia,2006-09-22T00:00:00Z,3,1,Police,Police,1,Media,Journalist,2
Gambia,2006-09-22T00:00:00Z,1,1,Police,Police,1,Media,Nigerian journalists,5
Jamaica,2007-09-03T00:00:00Z,1,1,Unknown,Unknown,NA,Party Supporters,JLP Supporter (Brandon Vernon),2
Albania,1997-06-29T00:00:00Z,1,1,Protestors,Protestors,2,Political Party,Democratic Party,3
Jamaica,2007-09-03T00:00:00Z,1,1,Unknown,Unknown,NA,Party Supporters,JLP Supporter (Howard Archer),2
Jamaica,2002-10-16T00:00:00Z,1,1,Unknown,Unknown,NA,Party Supporters,JLP Supporter and unidentified civilian,2
Jamaica,2007-09-03T00:00:00Z,1,1,Unknown,Unknown,NA,Property,JLP Supporter Property,5
Jamaica,2002-10-16T00:00:00Z,4,1,Unknown,Unknown,NA,Party Supporters,JLP Supporters,2
Bahrain,2010-10-23T00:00:00Z,3,1,Protestors,protestors,2,Government,Bahraini government,1
Nepal,2008-04-10T00:00:00Z,0,0,Political Party,Maoists,3,Government,government,1
Jamaica,2011-12-29T00:00:00Z,4,1,Unknown,Unknown,NA,Party Supporters,JLP Supporters,2
Nepal,2008-04-10T00:00:00Z,1,1,Party Workers,UML workers,3,Party Workers,Maoisits party worker,3
Albania,1997-06-29T00:00:00Z,1,1,Protestors,Protestors,2,Building,Oil Company Offices,2
Gambia,2001-10-18T00:00:00Z,3,1,Police,Police,1,Opposition Activists,Opposition activists,3
Jamaica,2011-12-29T00:00:00Z,1,1,Unknown,Unknown,NA,Party Workers,JLP Worker (Omar Hernandez),3
Iraq,2005-01-30T00:00:00Z,1,1,Foreign Entities,British soldiers,5,Rebel Group,suspected rebels,4
Bosnia and Herzegovina,1996-09-14T00:00:00Z,1,1,Unknown,unknown,NA,Party Leaders,joint list leader,3
Gambia,1996-09-26T00:00:00Z,0,0,Police,Police,1,Opposition Supporters,Supporters opposition leader Darbo,2
Mexico,2000-07-02T00:00:00Z,1,1,Unknown,unknown,NA,Government,"Jose Armenta Villegas, state comptroller of Guerrero state",1
Albania,1997-07-06T00:00:00Z,6,1,Unknown,Unknown,NA,Media,Journalist,2
India,2004-04-20T00:00:00Z,2,1,Militant Group,militants,4,Former Government,former legislator,2
Nepal,2008-04-10T00:00:00Z,1,1,Party Workers,NC workers,3,Party Members,Maoist party members,3
Nepal,2008-04-10T00:00:00Z,2,1,Party Workers,workers of the Communist Party of Nepal (UML),3,Party Workers,Maoist paty workers,3
Iraq,2005-01-30T00:00:00Z,2,1,United States,Marines,5,Rebel Group,rebels,4
Nepal,2008-04-10T00:00:00Z,1,1,Party Members,Nepali congress members,3,Party Workers,Maoist worker,3
India,1996-04-27T00:00:00Z,1,1,Rebel Group,PWG,4,Civilians,chauffeur of an election official,2
Nepal,2008-04-10T00:00:00Z,1,1,Political Activists,Nepali congress activists,3,Civilians,Maoists,2
Gambia,2001-10-18T00:00:00Z,1,1,Police,Police,1,Party Leaders,UDP leader,3
India,1999-09-05T00:00:00Z,1,1,Rebel Group,PWG,4,Party Members,Congress Party members,3
India,1996-04-27T00:00:00Z,1,1,Rebel Group,PWG,4,Government Officials,Congress party MP,1
Nepal,2008-04-10T00:00:00Z,0,0,Party Members,NC party members,3,Political Party,Maoists cadres,3
Armenia,2003-02-19T00:00:00Z,16,1,Unknown,unknown,NA,Media,journalist,2
Gambia,2001-10-18T00:00:00Z,1,1,Police,Police,1,Party Members,UDP members,3
Belarus,2006-03-19T00:00:00Z,16,1,Unknown,unknown,NA,Media,journalist,2
Iran,2000-02-18T00:00:00Z,0,0,Government ,conservative judiciary ,1,Media,newspaper director,2
Democratic Republic of the Congo,2006-07-30T00:00:00Z,1,1,Unknown,unknown,NA,Media,Journalist,2
India,2004-04-20T00:00:00Z,1,1,Militant Group,militants,4,Government Officials,government officer,1
Georgia,2008-01-05T00:00:00Z,0,0,Police,Georgian authorities,1,Building,opposition campaign office,3
Democratic Republic of the Congo,2011-11-28T00:00:00Z,6,1,Unknown,Unknown,NA,Media,Journalist,2
India,1998-02-16T00:00:00Z,1,1,Political Activists,political activists,3,Party Supporters,Marxist party supporter,2
Georgia,2003-11-02T00:00:00Z,10,0,Police,police,1,Opposition Supporters,opposition supporters,2
Georgia,2008-01-05T00:00:00Z,10,1,Police,police,1,Opposition Supporters,opposition supporters,2
Zimbabwe,2008-03-29T00:00:00Z,1,1,Political Activists,MDC activists,3,Government Leader,Mayor,3
Mozambique,1994-10-27T00:00:00Z,15,1,Opposition Supporters,Opposition supporters,2,Party Supporters,Government supporters,2
Pakistan,2008-02-18T00:00:00Z,6,1,Unknown,Unknown,NA,Media,Journalist,2
India,2004-04-20T00:00:00Z,8,1,Militant Group,militants,4,Government,Indian government,1
India,2009-04-16T00:00:00Z,8,1,Militant Group,militants,4,Government,Indian government,1
Philippines,1998-05-11T00:00:00Z,16,1,Unknown,unknown,NA,Media,journalist,2
Philippines,2010-05-10T00:00:00Z,16,1,Unknown,unknown,NA,Media,journalist,2
Russia,2007-12-02T00:00:00Z,16,1,Unknown,unknown,NA,Media,journalist,2
India,2004-04-20T00:00:00Z,1,1,Militant Group,militants,4,Military,Indian soldiers,1
Russia,2012-03-04T00:00:00Z,1,1,Unknown,Unknown,NA,Media,journalist,2
