country,Electiondate,ev_count,EventViolence,ActorNameNew,Actor1Name,Actor1Type,TargetNameNew,Target1Name,Target1Type
Afghanistan,2009-08-20T00:00:00Z,1,1,Iraqi Insurgents,Insurgnets,4,United States,US-NATO Coalition Forces,5
Kenya,1992-12-29T00:00:00Z,0,0,Civilians,Angry voters,2,Election Officials,Election officials,1
Kenya,1997-12-29T00:00:00Z,0,0,Civilians,Angry voters,2,Election Officials,Election officials,1
Angola,1992-09-09T00:00:00Z,1,1,Police,Police,1,Party Leaders,UNITA leaders,4
Indonesia,1997-05-29T00:00:00Z,1,1,Civilians,angry voters,2,Government,Government,1
Iran,2000-02-18T00:00:00Z,1,1,Civilians,angry voters,2,Government,Guardian Council,1
Kenya,2007-12-27T00:00:00Z,0,0,Civilians,Angry youths,2,Government,Government,1
Albania,1997-06-29T00:00:00Z,1,1,Armed Group,Armed Gang,4,Political Candidate,Democratic Party Candidates,3
El Salvador,2004-03-21T00:00:00Z,1,1,Political Activists,allegedly FMLN activists,3,Political Activists,ARENA activists,3
Albania,1997-06-29T00:00:00Z,2,1,Armed Group,Armed Gang,4,Police,Police,1
Algeria,1999-04-15T00:00:00Z,1,1,Armed Group,Armed assailants,4,Civilians,Civilians,2
Georgia,2004-03-28T00:00:00Z,0,0,Civilians,Anti Abashidze women,2,Political Party,Abashidze,3
South Africa,2009-04-22T00:00:00Z,0,0,Opposition Party,ANC dissidents,3,Government,Government,1
Nigeria,2003-04-19T00:00:00Z,0,0,Opposition Party,ANPP,3,Civilians,Voters,2
Bulgaria,1990-06-10T00:00:00Z,1,1,Protestors,Anti-communist demonstrators,2,Political Party,Socialist party,3
Armenia,1996-09-22T00:00:00Z,0,0,Police,police,1,Opposition Activists,activists of the legal opposition,3
Armenia,2008-02-19T00:00:00Z,0,0,Police,riot police,1,Former Government,former deputy prosecutor general turned opposition activist,3
Romania,1990-05-20T00:00:00Z,0,0,Protestors,anti-communist demonstrators,2,Government,government,1
Iraq,2005-01-30T00:00:00Z,1,1,Al-Qaeda,Al-Qaida in Iraq,4,Building,Interior Ministry Commando Headquarters,1
Armenia,1999-05-30T00:00:00Z,0,0,Police,police,1,Former Government,former interior minister and proposed elections candidate,3
Algeria,1999-04-15T00:00:00Z,1,1,Armed Group,Armed extremist,4,Civilians,Civilians,2
Algeria,1999-04-15T00:00:00Z,1,1,Military,Security forces,1,Islamic Insurgents,Islamist,4
Armenia,2003-02-19T00:00:00Z,0,0,Police,police,1,Party Supporters,Government supporters,2
Albania,1991-03-31T00:00:00Z,2,1,Protestors,Anti-Communist Protestors,2,Government,Government,1
Algeria,2009-04-09T00:00:00Z,2,1,Military,Security forces,1,Islamic Insurgents,Islamist fighters,4
Algeria,2002-05-30T00:00:00Z,2,1,Armed Group,Armed extremists,4,Civilians,Civilians,2
Iraq,2005-12-15T00:00:00Z,1,1,Al-Qaeda,al-Qaida in Iraq,4,Police,Iraqi police,1
Iraq,2005-12-15T00:00:00Z,1,1,Al-Qaeda,al-Qaida in Iraq,4,Political Candidate,parliamentary candidate on Allawi's list,3
Iraq,2005-12-15T00:00:00Z,1,1,Al-Qaeda,al-Qaida in Iraq (claimed responsibility),4,Civilians,"civilians, mainly Shiite",2
Iraq,2005-12-15T00:00:00Z,1,1,Al-Qaeda,al-Qaida in Iraq (claimed responsibility),4,Election Workers,NGO election volunteer,2
Uganda,2011-02-18T00:00:00Z,1,1,Party Leaders,Democratic Party leader,3,Military,Army,1
Iraq,2005-12-15T00:00:00Z,2,1,Al-Qaeda,al-Qaida in Iraq (claimed responsibility),4,Building,police recruitment centre,1
Iraq,2005-12-15T00:00:00Z,1,1,Al-Qaeda,al-Qaida in Iraq (claimed responsibility),4,Government Officials,Shiite SCIRI legislator,1
Yemen,2006-09-20T00:00:00Z,1,1,Al-Qaeda,al-Qaida operatives,4,Building,Canadian-Yemeni oil facility,1
Yemen,2006-09-20T00:00:00Z,1,1,Al-Qaeda,al-Qaida operatives,4,Building,Yemeni oil refinery,1
Iraq,2005-12-15T00:00:00Z,4,1,Al-Qaeda,al-Qaida-linked group Jaich Al-Taefa Al-Mansoura (claimed responsibility),4,Building,Sunni Iraqi Islamic Party office,3
Iraq,2005-01-30T00:00:00Z,1,1,Al-Qaeda,Al-zarqawi insurgents,4,Government,government,1
Iraq,2005-01-30T00:00:00Z,1,1,Al-Qaeda,Al-zarqawi insurgents,4,United States,US embassy,5
Iraq,2005-01-30T00:00:00Z,2,1,Al-Qaeda,Al-zarqawi insurgents,4,United States,US troops,5
Armenia,2003-03-05T00:00:00Z,5,0,Police,police,1,Opposition Activists,opposition activists,3
Albania,1997-06-29T00:00:00Z,0,0,Political Party,Socialist Party,3,Government,Government,1
Algeria,1991-12-26T00:00:00Z,1,1,Party Supporters,Fundamentalist supporters,2,Military,Army,1
Afghanistan,2009-08-20T00:00:00Z,1,1,Islamic Insurgents,Islamic Militants,4,Government Workers,Afghan intelligence agents,1
Afghanistan,2009-08-20T00:00:00Z,1,1,Islamic Insurgents,Islamic Militants,4,Government Workers,Afghan intelligence officers,1
Afghanistan,2004-09-10T00:00:00Z,1,1,Islamic Insurgents,Islamic Militants,4,Military,Afghan Military,1
Afghanistan,2009-08-20T00:00:00Z,1,1,Islamic Insurgents,Islamic Militants,4,Political Candidate,Afghan vice-president candidate,1
Peru,2001-04-08T00:00:00Z,0,0,Protestors,Anti-Fujimori Protestors,2,Political Candidate,Carlos Bolona (Popular Solution party candidate),3
Bolivia,2008-08-10T00:00:00Z,1,1,Civilians,Anti-government bands,3,Protestors,Pro-government bands,3
Afghanistan,2009-08-20T00:00:00Z,1,1,Islamic Insurgents,Islamic Militants,4,Civilians,Afghan warlord,2
Afghanistan,2009-08-20T00:00:00Z,2,1,Islamic Insurgents,Islamic Militants,4,Civilians,Afghan workers,2
Afghanistan,2009-08-20T00:00:00Z,1,1,Islamic Insurgents,Islamic Militants,4,Civilians,Aid workers,2
Afghanistan,2004-09-10T00:00:00Z,1,1,Islamic Insurgents,Islamic Militants,4,Foreign Entities,British security firm Global Risk workers,5
Afghanistan,2010-09-18T00:00:00Z,1,1,Islamic Insurgents,Islamic Militants,4,Party Workers,Campaign employees,3
Armenia,2008-02-19T00:00:00Z,5,0,Police,police,1,Opposition Activists,opposition activists,3
Armenia,2008-02-19T00:00:00Z,0,0,Police,police,1,Opposition Party,opposition lawmakers,3
Indonesia,1997-05-29T00:00:00Z,1,1,Political Activists,anti-government activist,4,Government,Golkar Party Member,1
Senegal,2012-02-26T00:00:00Z,1,1,Protestors,Anti-government demonstrators,2,Government,Government,1
Albania,1997-06-29T00:00:00Z,2,0,Rebel Group,Anti-Government Rebels,4,Military,Army,1
Venezuela,1999-07-25T00:00:00Z,7,0,Opposition Supporters,Chavez opponents,2,Government,government,1
Taiwan,1996-03-23T00:00:00Z,0,0,Protestors,anti-government demonstrators,2,Government Leader,president Lee Teng-hui,1
Azerbaijan,1992-06-07T00:00:00Z,1,1,Civilians,anti-government mob,2,Building,parliament building,5
Algeria,1995-11-16T00:00:00Z,1,1,Military,Security forces,1,Islamic Insurgents,Moslem fundamentalists,4
Albania,1997-06-29T00:00:00Z,2,1,Rebel Group,Anti-Government Rebels,4,Military,Army,1
Albania,1997-06-29T00:00:00Z,1,1,Rebel Group,Anti-Government Rebels,4,Building,Factories,1
Albania,1997-06-29T00:00:00Z,7,1,Rebel Group,Anti-Government Rebels,4,Government,Government,1
Algeria,2002-05-30T00:00:00Z,1,1,Armed Group,Armed extremists,4,Military,Security forces,1
Algeria,1999-04-15T00:00:00Z,2,1,Armed Group,Armed group,4,Civilians,Civilians,2
Algeria,2002-05-30T00:00:00Z,2,1,Armed Group,Armed group,4,Civilians,Civilians,2
Honduras,2009-11-29T00:00:00Z,2,1,Party Supporters,Zelaya supporters,2,Military,army,1
Armenia,2008-02-19T00:00:00Z,0,0,Police,police,1,Opposition Leaders,opposition leader,3
Algeria,1995-11-16T00:00:00Z,1,1,Armed Group,Armed group,4,Government Leader,Municipal leader,1
Armenia,2003-02-19T00:00:00Z,10,0,Police,police,1,Opposition Supporters,opposition supporters,2
Albania,1997-06-29T00:00:00Z,7,0,Rebel Group,Anti-Government Rebels,4,Government,Government,1
Albania,1997-06-29T00:00:00Z,2,1,Rebel Group,Anti-Government Rebels,4,Police,Police,1
Armenia,2008-02-19T00:00:00Z,10,0,Police,police,1,Opposition Supporters,opposition supporters,2
Azerbaijan,2005-11-06T00:00:00Z,1,1,Protestors,anti-government protesters,2,Police,police,1
Albania,1997-06-29T00:00:00Z,1,1,Rebel Group,Anti-Government Rebels,4,Government Leader,Presidential Envoy,1
Albania,1997-06-29T00:00:00Z,1,1,Rebel Group,Anti-Government Rebels,4,Government Leader,Prime Minister Fino,1
Bangladesh,2001-10-01T00:00:00Z,1,1,Opposition Activists,opposition activist BNP,3,Building,Awami League office,1
Azerbaijan,2005-11-06T00:00:00Z,2,1,Protestors,anti-government protesters,2,Protestors,pro-government protesters,2
Turkey,2007-07-22T00:00:00Z,2,1,Protestors,Anti-government Protesters,2,Government,Government,1
Armenia,2008-02-19T00:00:00Z,10,1,Police,police,1,Opposition Supporters,opposition supporters,2
Albania,2009-06-28T00:00:00Z,0,0,Political Party,Socialist Party,3,Government,Government,1
Armenia,2008-02-19T00:00:00Z,0,0,Police,riot police,1,Party Supporters,protesters (opposition supporters),2
Algeria,1995-11-16T00:00:00Z,1,1,Armed Group,Armed group,4,Police,Police,1
Armenia,2003-03-05T00:00:00Z,1,0,Police,police,1,Civilians,suspect,3
Venezuela,2004-08-15T00:00:00Z,1,1,Party Supporters,Chavez supporters,2,Media,Asi Es La Noticia newspaper,2
Algeria,1995-11-16T00:00:00Z,3,1,Armed Group,Armed group,4,Unknown,Unknown,NA
Georgia,2004-01-04T00:00:00Z,0,0,Party Members,Kmara members,3,Government Officials,Aslan Abashidze,1
Algeria,2007-05-17T00:00:00Z,1,1,Terrorist Group,AQIM,4,Civilians,Civilians,2
Afghanistan,2004-09-10T00:00:00Z,25,1,Islamic Insurgents,Islamic Militants,4,Civilians,Civilians,2
Armenia,1995-07-05T00:00:00Z,1,1,Police,police,1,Terrorist Group,suspected terrorist group,5
Armenia,1998-03-16T00:00:00Z,0,0,Police,police,1,Civilians,suspects,NA
Afghanistan,2005-09-18T00:00:00Z,46,0,United States,US-NATO Coalition Forces,1,Islamic Insurgents,Islamic Militants,4
Algeria,1995-11-16T00:00:00Z,1,1,Armed Group,Armed med,4,Media,Cartoonist,2
Turkey,2011-06-12T00:00:00Z,3,1,Protestors,Anti-government protesters,2,Government,Government,1
Algeria,1995-11-16T00:00:00Z,1,1,Armed Group,Gunmen,NA,Political Candidate,Presidential candidate,3
Armenia,1999-05-30T00:00:00Z,0,0,Police,police,1,Civilians,suspects,NA
Algeria,1995-11-16T00:00:00Z,2,1,Armed Group,Gunmen,4,Unknown,Unknown,NA
Algeria,1999-04-15T00:00:00Z,3,1,Islamic Insurgents,Islamic group,4,Civilians,Civilians,2
Kenya,2007-12-27T00:00:00Z,0,0,Government Officials,Outgoing MP Wambora,1,Government Officials,Assistant minister,1
Algeria,1999-04-15T00:00:00Z,1,1,Islamic Insurgents,Islamic group,4,Military,Civilians working in the military,2
Armenia,2003-02-19T00:00:00Z,0,0,Police,police,1,Civilians,suspects,NA
Algeria,1991-12-26T00:00:00Z,1,1,Government ,Government,1,Opposition Leaders,Opposition deputy leader,3
Azerbaijan,2005-11-06T00:00:00Z,2,1,Protestors,anti-government protesters,2,Government,Ilham Aliev's government,3
Belarus,2000-10-15T00:00:00Z,0,0,Opposition Party,Belarusian opposition,3,Government,government,1
Kyrgyzstan,2010-10-10T00:00:00Z,0,0,Party Supporters,Ata-Meken supporters,2,Political Party,Ata-Jurt party,3
Venezuela,2004-08-15T00:00:00Z,7,0,Opposition Supporters,Chavez opponents,2,Government,government,1
Azerbaijan,2005-11-06T00:00:00Z,2,0,Protestors,anti-government protesters,2,Government,Ilham Aliev's government,3
Azerbaijan,2005-11-06T00:00:00Z,2,0,Protestors,anti-government protesters,2,Government,Ilham Aliev's government,1
Algeria,1999-04-15T00:00:00Z,1,1,Islamic Insurgents,Islamic group,4,Party Members,Parliamentarian,3
Algeria,1999-04-15T00:00:00Z,2,1,Islamic Insurgents,Islamic group,4,Civilians,Patriot' - Armed civilian,2
Algeria,2002-05-30T00:00:00Z,1,1,Islamic Insurgents,Islamic insurgents,4,Civilians,Civilians,2
Armenia,2008-02-19T00:00:00Z,0,0,Police,police,1,Party Members,Ter-Petrosian member,3
Azerbaijan,2005-11-06T00:00:00Z,2,1,Protestors,anti-government protesters,2,Government,Ilham Aliev's government,1
Albania,1997-06-29T00:00:00Z,1,1,Protestors,Anti-Government Protestors,2,Building,Democratic Party Local Headquarters,3
Zimbabwe,2008-03-29T00:00:00Z,0,0,Government Leader,President Mugabe,1,Government Officials,Attorney-General,1
Algeria,1991-12-26T00:00:00Z,1,1,Government ,Government,1,Opposition Leaders,Opposition leader,3
Algeria,2002-05-30T00:00:00Z,1,1,Islamic Insurgents,Islamic insurgents,4,Police,Police,1
Algeria,2002-05-30T00:00:00Z,1,1,Islamic Insurgents,Islamic insurgents,4,Military,Soldiers,1
Albania,1997-06-29T00:00:00Z,8,1,Protestors,Anti-Government Protestors,2,Police,Police,1
Armenia,2007-05-12T00:00:00Z,0,0,Police,police,1,Political Party,Union of Volunteers,3
Azerbaijan,2005-11-06T00:00:00Z,0,0,Police,police,1,Protestors,anti-government protesters,2
Algeria,1995-11-16T00:00:00Z,4,1,Islamic Insurgents,Islamic insurgents,4,Unknown,Unknown,NA
Algeria,1991-12-26T00:00:00Z,1,1,Political Party,FIS,2,Military,Army,1
Azerbaijan,2005-11-06T00:00:00Z,0,0,Police,police,1,Opposition Party,campaign chief of an exiled opposition lader,3
Bangladesh,2001-10-01T00:00:00Z,0,0,Party Members,politicians AL,3,Political Party,Awami League,3
Algeria,1999-04-15T00:00:00Z,1,1,Islamic Insurgents,Islamists,4,Civilians,Civilians,2
Bangladesh,2001-10-01T00:00:00Z,2,1,Political Activists,activists BNP,3,Political Activists,Awami league activists,3
Bangladesh,2001-10-01T00:00:00Z,1,1,Political Activists,Activists Jamaat-e-Islami,3,Political Activists,Awami League activists,3
Bangladesh,2001-10-01T00:00:00Z,8,1,Political Activists,BNP activists,3,Political Activists,Awami league activists,3
Bangladesh,2001-10-01T00:00:00Z,1,1,Opposition Activists,opposition activist BNP,3,Government,Governing Party AL,1
Bangladesh,2001-10-01T00:00:00Z,1,1,Opposition Activists,opposition activist BNP,3,Government,governing party AL,1
Bangladesh,2001-10-01T00:00:00Z,4,1,Opposition Activists,opposition activist BNP,3,Party Supporters,Supporters governing party AL,2
Algeria,1995-11-16T00:00:00Z,1,1,Islamic Insurgents,Islamists,4,Military,Security forces,1
Bangladesh,2001-10-01T00:00:00Z,1,1,Political Activists,Activist (BNP),3,Party Leaders,Awami League Leader,3
Algeria,1995-11-16T00:00:00Z,4,1,Islamic Insurgents,Islamists,4,Unknown,Unknown,NA
Bangladesh,1996-06-12T00:00:00Z,2,1,Armed Group,gunmen,NA,Political Activists,governing party activist,3
Azerbaijan,2003-10-15T00:00:00Z,0,0,Police,police,1,Political Activists,Democratic Party of Azerbaijan activists,3
Bangladesh,2001-10-01T00:00:00Z,4,1,Opposition Activists,opposition activist BNP,2,Party Supporters,Supporters governing party AL,2
Bangladesh,2001-10-01T00:00:00Z,1,1,Opposition Activists,opposition activists,3,Civilians,a young man,2
Bangladesh,1996-02-15T00:00:00Z,1,1,Party Supporters,government supporters,2,Political Party,Awami League party,3
Albania,2009-06-28T00:00:00Z,0,0,Protestors,Anti-Government Protestors,2,Protestors,Protestors,1
Bangladesh,2001-10-01T00:00:00Z,1,1,Party Members,BNP members,3,Party Supporters,Awami league supporters,2
Bangladesh,1996-02-15T00:00:00Z,3,1,Party Supporters,BNP supporters,2,Party Supporters,Awami League supporters,2
Bangladesh,2001-10-01T00:00:00Z,1,1,Party Supporters,BNP supporters,2,Party Supporters,Awami league supporters,2
Bangladesh,1991-02-27T00:00:00Z,1,1,Party Supporters,Jatiya Party supporters,2,Party Supporters,Awami League supporters,2
Bangladesh,2001-10-01T00:00:00Z,8,1,Opposition Activists,opposition activists,3,Political Activists,activists governing party AL,3
Venezuela,2004-08-15T00:00:00Z,7,1,Opposition Supporters,Chavez opponents,2,Government,government,1
Venezuela,2005-12-04T00:00:00Z,7,0,Opposition Supporters,Chavez opponents,2,Government,government,1
Bangladesh,2001-10-01T00:00:00Z,1,1,Armed Group,gunmen,NA,Party Members,Local politician AL,3
Albania,1991-03-31T00:00:00Z,10,0,Protestors,Anti-Government Protestors,2,Government,Government,1
Albania,1997-06-29T00:00:00Z,10,0,Protestors,Anti-Government Protestors,2,Government,Government,1
Bangladesh,1996-06-12T00:00:00Z,1,1,Armed Group,gunmen,NA,Party Supporters,Supporters BNP,2
Bangladesh,2001-10-01T00:00:00Z,1,1,Unknown,unidentified assailaints,NA,Party Leaders,Leader awami league,3
Bangladesh,2001-10-01T00:00:00Z,1,1,Unknown,unindentified attackers,NA,Political Activists,activists BNP,3
Bangladesh,2001-10-01T00:00:00Z,1,1,Unknown,unindentified attackers,NA,Media,ATN-BANGLA recording studio,5
Pakistan,2008-02-18T00:00:00Z,1,1,Party Workers,Pakistan People's Party workers,3,Party Supporters,Awami National party supporters,2
Bangladesh,1996-02-15T00:00:00Z,1,1,Party Supporters,government supporters,2,Party Supporters,Awmai League supporters,2
Albania,1997-06-29T00:00:00Z,10,1,Protestors,Anti-Government Protestors,2,Government,Government,1
Azerbaijan,1998-10-11T00:00:00Z,0,0,Police,police,1,Protestors,demonstrators,2
Azerbaijan,2000-11-05T00:00:00Z,0,0,Police,police,1,Protestors,demonstrators,2
Algeria,2004-04-08T00:00:00Z,1,0,Government ,Government,1,Opposition Party,Opposition parties,3
Azerbaijan,2003-10-15T00:00:00Z,0,0,Police,police,1,Protestors,demonstrators,2
Bangladesh,2001-10-01T00:00:00Z,1,1,Unknown,unindentified attackers,NA,Political Activists,Awami league activists,3
Azerbaijan,1993-10-03T00:00:00Z,0,0,Party Supporters,supporters of People's Front of Azerbaijan,2,Event,Azerbaijan's joining into the CIS,5
Dominican Republic,1990-05-15T00:00:00Z,10,1,Protestors,Anti-Government Protestors,2,Government,Government,1
Iraq,2010-03-07T00:00:00Z,0,0,Government Leader,Governor,1,Party Members,Ba'thist party members,3
Bulgaria,2005-06-25T00:00:00Z,0,0,Protestors,anti-gypsy protestors,2,Civilians,gypsies,2
Iraq,2010-03-07T00:00:00Z,0,0,Government Officials,Ruling party members,3,Party Members,Ba'thist party members,3
Iraq,2010-03-07T00:00:00Z,0,0,Party Supporters,Ruling party supporters,2,Party Members,Ba'thist party members,3
Bangladesh,2001-10-01T00:00:00Z,3,1,Unknown,unindentified attackers,NA,Party Leaders,Awami League Leader,3
Algeria,2009-04-09T00:00:00Z,1,0,Government ,Government,1,Opposition Party,Opposition parties,3
Republic of Congo,1993-06-06T00:00:00Z,1,1,Rebel Group,Armed commando team of URD-PCT alliance,4,Government Officials,Transitional prime minister,1
Ukraine,1999-11-14T00:00:00Z,0,0,Protestors,anti-leftist protesters,2,Government,communist parties,1
Egypt,2005-09-07T00:00:00Z,0,0,Protestors,Anti-Mubarak protesters,2,Government,Government,1
Bangladesh,1996-06-12T00:00:00Z,1,1,Unknown,unindentified attackers,NA,Political Candidate,election candidate,3
Taiwan,2008-01-12T00:00:00Z,0,0,Civilians,anti-nuclear group,2,Political Party,KMT,3
Taiwan,2004-12-11T00:00:00Z,0,0,Protestors,anti-opposition protesters,2,Political Party,KMT,3
Bahrain,2002-10-24T00:00:00Z,0,0,Party Members,political party members,3,Government,Bahraini government,1
Yemen,2012-02-21T00:00:00Z,8,1,Protestors,Anti-Saleh protestors,2,Government Leader,President Saleh,1
Yemen,2012-02-21T00:00:00Z,8,0,Protestors,Anti-Saleh protestors,2,Government Leader,President Saleh,1
Turkey,2007-07-22T00:00:00Z,1,1,Civilians,Anti-secularist,2,Government Leader,Higher Education Board chariman,1
Lebanon,1992-08-23T00:00:00Z,0,0,Opposition Party,christian opposition,3,Government,government,1
India,2004-04-20T00:00:00Z,1,1,Civilians,anti-socials,2,Police,police,1
Kyrgyzstan,2010-10-10T00:00:00Z,2,1,Party Supporters,interim government supporters,2,Party Supporters,Bakiyev supporters,2
Azerbaijan,2005-11-06T00:00:00Z,0,0,Police,police,1,Protestors,demonstrators,2
Bangladesh,2001-10-01T00:00:00Z,0,0,Civilians,Anti-strike supporters,2,Opposition Activists,Opposition activist,3
Bangladesh,2001-10-01T00:00:00Z,1,1,Unknown,unindentified attackers,NA,Media,journalist,2
Bangladesh,2001-10-01T00:00:00Z,1,1,Unknown,unindentified attackers,NA,Party Leaders,local leader BNP,3
Ukraine,2010-02-07T00:00:00Z,1,1,Government Officials,representative of the Cabinet of Ministers,1,Building,ballot printing factory,5
Azerbaijan,1998-10-11T00:00:00Z,1,1,Police,police,1,Opposition Activists,Elchibey and other opposition activists,3
Bangladesh,2001-10-01T00:00:00Z,1,1,Unknown,unindentified attackers,NA,Opposition Leaders,opposition leader Zia,3
Mexico,2006-07-02T00:00:00Z,0,0,Party Supporters,supporters of Lopez Obrador,2,Civilians,Banamex bank,2
Algeria,1991-12-26T00:00:00Z,0,0,Political Party,FIS,3,Government,Government,1
Bangladesh,1991-02-27T00:00:00Z,1,1,Party Supporters,supporters Awami League,2,Political Party,Bangladesh Nationalist Party,2
Bangladesh,1996-06-12T00:00:00Z,1,1,Unknown,unindentified attackers,NA,Police,police,1
Bangladesh,2001-10-01T00:00:00Z,2,1,Unknown,unindentified gunmen,NA,Political Activists,Awami league activist,3
Bangladesh,2001-10-01T00:00:00Z,1,1,Unknown,unindentified gunmen,NA,Political Activists,BNP activist,3
Bangladesh,2001-10-01T00:00:00Z,1,1,Unknown,unindentified gunmen,NA,Former Government,former industry minister,3
Bangladesh,1996-02-15T00:00:00Z,1,1,Unknown,unindentified gunmen,NA,Opposition Leaders,Opposition leader Hasina Wajed,3
Bangladesh,2001-10-01T00:00:00Z,1,1,Unknown,unindentified gunmen,NA,Opposition Party,opposition party members,3
