country,year,elect_vio,ActorNameNew,ActorTypeNew,civ_deaths,l_gdppc,l_pop,indep_jud,opposition_ban,reports_fraud,elect_monitors,govt_intimidation,elect_boycott,cso_idx,elect_idx,corrupt_jud,peaceful_assemb,polity,phys_int,civ_violence,lag_ev,lag_civ_deaths,lag_civ_violence
Romania,2012,0,Civilians,2,NA,9.097253407557103,16.814140379568443,NA,NA,1,0,0.452,0.486,0.755,0.73,0.056,1.729,9,NA,NA,1,NA,NA
Romania,2012,0,Civilians,2,NA,9.097253407557103,16.814140379568443,NA,0,0,1,0.452,0.486,0.755,0.73,0.056,1.729,9,NA,NA,0,NA,NA
Indonesia,1999,1,Civilians,2,902,6.497563864264808,19.167354046783345,NA,0,0,1,0.815,1.249,0.634,0.539,-0.804,1.416,6,0,NA,1,29,NA
Haiti,1990,1,Civilians,2,2,6.102773986215081,15.75069640672933,NA,0,0,1,-0.997,-1.621,0.552,0.019,-1.173,1.124,NA,2,NA,0,1,NA
Haiti,1990,1,Civilians,2,2,6.102773986215081,15.75069640672933,NA,0,0,1,-0.997,-1.621,0.552,0.019,-1.173,1.124,NA,2,NA,1,2,NA
Nepal,1999,1,Civilians,2,139,5.339898147156734,16.999511543873247,NA,0,NA,1,-1.885,-2.835,0.727,0.209,-1.571,1.022,6,2,NA,1,0,NA
Nepal,1999,1,Civilians,2,139,5.339898147156734,16.999511543873247,NA,0,NA,1,-1.885,-2.835,0.727,0.209,-1.571,1.022,6,2,NA,1,139,NA
Kuwait,2012,1,Civilians,2,NA,10.845010499808081,15.037715050425,NA,0,1,0,0.556,-0.312,0.602,0.713,0.75,0.021,-7,NA,NA,0,NA,NA
Kuwait,2012,1,Civilians,2,NA,10.845010499808081,15.037715050425,NA,NA,1,1,0.556,-0.312,0.602,0.713,0.75,0.021,-7,NA,NA,1,NA,NA
Algeria,1999,0,Civilians,2,125,7.37954750314186,17.228178006185182,NA,0,1,0,0.001,-1.731,0.309,0.23,-0.551,-0.863,-3,0,25,0,125,25
Taiwan,1996,0,Civilians,2,NA,NA,NA,NA,0,0,0,1.189,1.137,0.816,0.806,0.232,0.944,8,6,NA,0,NA,NA
Taiwan,1996,0,Civilians,2,NA,NA,NA,NA,0,0,0,1.189,1.137,0.816,0.806,0.232,0.944,8,6,NA,0,NA,NA
Ukraine,1994,0,Civilians,2,NA,6.919663464379935,17.765241594557434,NA,0,1,1,1.138,1.268,0.464,0.65,-0.145,1.75,7,4,NA,1,NA,NA
Ukraine,1994,0,Civilians,2,NA,6.919663464379935,17.765241594557434,NA,0,1,1,1.138,1.268,0.464,0.65,-0.145,1.75,7,4,NA,0,NA,NA
Ukraine,1994,0,Civilians,2,NA,6.919663464379935,17.765241594557434,NA,0,1,1,1.138,1.268,0.464,0.65,-0.145,1.75,7,4,NA,0,NA,NA
Ukraine,1994,0,Civilians,2,NA,6.919663464379935,17.765241594557434,NA,0,1,1,1.138,1.268,0.464,0.65,-0.145,1.75,7,4,NA,0,NA,NA
Ukraine,1994,0,Civilians,2,NA,6.919663464379935,17.765241594557434,NA,0,1,1,1.138,1.268,0.464,0.65,-0.145,1.75,7,4,NA,0,NA,NA
Bulgaria,1997,0,Civilians,2,NA,7.216263268230399,15.933218992670952,NA,0,NA,1,1.892,1.148,0.78,0.789,0.449,1.511,8,5,NA,0,NA,NA
Bulgaria,2009,0,Civilians,2,NA,8.851983073697337,15.82297840598915,8,0,NA,1,1.867,1.606,0.789,0.775,0.295,2.088,9,6,NA,0,NA,NA
Papua New Guinea,2007,0,Civilians,2,NA,7.229221477199985,15.750080361972723,7,0,NA,1,-0.012,1.321,0.666,0.308,1.15,1.457,4,5,NA,0,NA,NA
Ukraine,1994,0,Civilians,2,NA,6.919663464379935,17.765241594557434,NA,0,1,1,1.138,1.268,0.464,0.65,-0.145,1.75,7,4,NA,0,NA,NA
Ukraine,1994,0,Civilians,2,NA,6.919663464379935,17.765241594557434,NA,0,1,1,1.138,1.268,0.464,0.65,-0.145,1.75,7,4,NA,0,NA,NA
Ukraine,1994,0,Civilians,2,NA,6.919663464379935,17.765241594557434,NA,0,1,1,1.138,1.268,0.464,0.65,-0.145,1.75,7,4,NA,0,NA,NA
Ukraine,1994,0,Civilians,2,NA,6.919663464379935,17.765241594557434,NA,0,1,1,1.138,1.268,0.464,0.65,-0.145,1.75,7,4,NA,0,NA,NA
Ukraine,1994,0,Civilians,2,NA,6.919663464379935,17.765241594557434,NA,0,1,1,1.138,1.268,0.464,0.65,-0.145,1.75,7,4,NA,0,NA,NA
Ukraine,1994,0,Civilians,2,NA,6.919663464379935,17.765241594557434,NA,0,1,1,1.138,1.268,0.464,0.65,-0.145,1.75,7,4,NA,0,NA,NA
Ukraine,1994,0,Civilians,2,NA,6.919663464379935,17.765241594557434,NA,0,1,1,1.138,1.268,0.464,0.65,-0.145,1.75,7,4,NA,0,NA,NA
Ukraine,1994,0,Civilians,2,NA,6.919663464379935,17.765241594557434,NA,0,1,1,1.138,1.268,0.464,0.65,-0.145,1.75,7,4,NA,0,NA,NA
Ukraine,1994,0,Civilians,2,NA,6.919663464379935,17.765241594557434,NA,0,1,1,1.138,1.268,0.464,0.65,-0.145,1.75,7,4,NA,0,NA,NA
Ukraine,1994,0,Civilians,2,NA,6.919663464379935,17.765241594557434,NA,0,1,1,1.138,1.268,0.464,0.65,-0.145,1.75,7,4,NA,0,NA,NA
Albania,1991,0,Civilians,2,NA,5.818856643174918,14.999318409362026,NA,0,1,1,-0.745,-0.085,0.339,0.321,-0.292,-0.248,NA,4,NA,0,NA,NA
Albania,1991,0,Civilians,2,NA,5.818856643174918,14.999318409362026,NA,0,1,1,-0.745,-0.085,0.339,0.321,-0.292,-0.248,NA,4,NA,0,NA,NA
Bolivia,2008,1,Civilians,2,NA,NA,NA,NA,0,NA,1,NA,NA,0.959,0.829,-1.341,1.437,8,5,NA,0,NA,NA
Bulgaria,1997,0,Civilians,2,NA,7.216263268230399,15.933218992670952,NA,0,NA,1,1.892,1.148,0.78,0.789,0.449,1.511,8,5,NA,0,NA,NA
Russia,1991,0,Civilians,2,NA,NA,NA,NA,NA,NA,NA,-0.478,0.143,0.362,0.578,1.489,0.272,0,NA,NA,0,NA,NA
Ukraine,1994,0,Civilians,2,NA,6.919663464379935,17.765241594557434,NA,0,1,1,1.138,1.268,0.464,0.65,-0.145,1.75,7,4,NA,0,NA,NA
Ukraine,1994,0,Civilians,2,NA,6.919663464379935,17.765241594557434,NA,0,1,1,1.138,1.268,0.464,0.65,-0.145,1.75,7,4,NA,0,NA,NA
Ukraine,1994,0,Civilians,2,NA,6.919663464379935,17.765241594557434,NA,0,1,1,1.138,1.268,0.464,0.65,-0.145,1.75,7,4,NA,0,NA,NA
Ukraine,1994,0,Civilians,2,NA,6.919663464379935,17.765241594557434,NA,0,1,1,1.138,1.268,0.464,0.65,-0.145,1.75,7,4,NA,0,NA,NA
Ukraine,1994,0,Civilians,2,NA,6.919663464379935,17.765241594557434,NA,0,1,1,1.138,1.268,0.464,0.65,-0.145,1.75,7,4,NA,0,NA,NA
Poland,1991,0,Civilians,2,NA,7.712238575565611,17.459554583871675,NA,0,NA,1,0.962,0.682,0.873,0.928,2.393,2.612,8,6,NA,0,NA,NA
Russia,1993,0,Civilians,2,NA,NA,NA,NA,NA,NA,NA,-0.273,0.309,0.617,0.552,-0.385,0.348,3,4,NA,0,NA,NA
Russia,1995,0,Civilians,2,NA,NA,NA,NA,NA,NA,NA,-0.35,0.309,0.617,0.528,-0.385,1.257,3,1,NA,0,NA,NA
Russia,1996,0,Civilians,2,NA,NA,NA,NA,NA,NA,NA,-0.291,0.309,0.617,0.495,-0.385,1.257,3,3,NA,0,NA,NA
Russia,1996,0,Civilians,2,NA,NA,NA,NA,NA,NA,NA,-0.291,0.309,0.617,0.495,-0.385,1.257,3,3,NA,0,NA,NA
Ukraine,1994,0,Civilians,2,NA,6.919663464379935,17.765241594557434,NA,0,1,1,1.138,1.268,0.464,0.65,-0.145,1.75,7,4,NA,0,NA,NA
Ukraine,1994,0,Civilians,2,NA,6.919663464379935,17.765241594557434,NA,0,1,1,1.138,1.268,0.464,0.65,-0.145,1.75,7,4,NA,0,NA,NA
Ukraine,1994,0,Civilians,2,NA,6.919663464379935,17.765241594557434,NA,0,1,1,1.138,1.268,0.464,0.65,-0.145,1.75,7,4,NA,0,NA,NA
Ukraine,1994,0,Civilians,2,NA,6.919663464379935,17.765241594557434,NA,0,1,1,1.138,1.268,0.464,0.65,-0.145,1.75,7,4,NA,0,NA,NA
Ukraine,1994,0,Civilians,2,NA,6.919663464379935,17.765241594557434,NA,0,1,1,1.138,1.268,0.464,0.65,-0.145,1.75,7,4,NA,0,NA,NA
Kyrgyzstan,2005,1,Civilians,2,NA,6.166577118933976,15.456950886523869,3,NA,NA,NA,-0.983,0.358,0.472,0.178,-1.201,-1.013,3,NA,NA,0,NA,NA
Bulgaria,1997,0,Civilians,2,NA,7.216263268230399,15.933218992670952,NA,0,NA,1,1.892,1.148,0.78,0.789,0.449,1.511,8,5,NA,0,NA,NA
Bangladesh,2001,0,Civilians,2,14,6.016275545139406,18.695813026182076,NA,0,0,1,0.461,-0.507,0.772,0.531,-1.406,1.646,6,4,NA,1,14,NA
India,2009,1,Civilians,2,383,7.000001661362311,20.92509599088581,8,0,NA,0,0.231,0.492,0.859,0.806,0.832,0.948,9,0,NA,0,453,NA
India,1999,0,Civilians,2,453,6.088957467123496,20.762967255696086,NA,0,1,1,1.448,0.484,0.823,0.864,0.832,0.932,9,0,NA,1,383,NA
Uganda,2001,1,Civilians,2,61,5.463208622989112,17.024874285940776,NA,0,1,1,-2.142,-0.249,0.879,0.179,-1.819,-0.105,-4,3,47,1,61,47
Uganda,2001,1,Civilians,2,61,5.463208622989112,17.024874285940776,NA,0,NA,1,-2.142,-0.249,0.879,0.179,-1.819,-0.105,-4,3,47,1,61,47
Indonesia,1999,1,Civilians,2,902,6.497563864264808,19.167354046783345,NA,0,0,1,0.815,1.249,0.634,0.539,-0.804,1.416,6,0,NA,1,902,NA
Uganda,1996,1,Civilians,2,612,5.650581409010553,16.871847311955392,NA,0,1,1,-0.494,-0.232,0.882,0.346,-1.819,0.517,-4,2,NA,1,61,47
Uganda,1996,1,Civilians,2,612,5.650581409010553,16.871847311955392,NA,0,0,1,-0.494,-0.232,0.882,0.346,-1.819,0.517,-4,2,NA,1,612,NA
Uganda,1996,1,Civilians,2,612,5.650581409010553,16.871847311955392,NA,0,1,1,-0.494,-0.232,0.882,0.346,-1.819,0.517,-4,2,NA,1,612,NA
Uganda,1996,1,Civilians,2,612,5.650581409010553,16.871847311955392,NA,0,0,1,-0.494,-0.232,0.882,0.346,-1.819,0.517,-4,2,NA,1,612,NA
Kyrgyzstan,2010,1,Civilians,2,NA,6.779964832822661,15.510740771283258,NA,NA,NA,NA,-0.822,0.449,0.639,0.233,-1.304,-0.472,NA,NA,NA,1,NA,NA
Kenya,1997,1,Civilians,2,10,6.136440843972594,17.16064060093569,NA,0,1,1,-0.603,-0.23,0.723,0.169,-1.614,0.339,4,4,49,1,123,153
Kenya,1997,1,Civilians,2,10,6.136440843972594,17.16064060093569,NA,0,1,1,-0.603,-0.23,0.723,0.169,-1.614,0.339,4,4,49,1,10,49
Kyrgyzstan,2010,1,Civilians,2,NA,6.779964832822661,15.510740771283258,NA,NA,NA,NA,-0.822,0.449,0.639,0.233,-1.304,-0.472,NA,NA,NA,1,NA,NA
Uganda,2001,1,Civilians,2,61,5.463208622989112,17.024874285940776,NA,0,1,1,-2.142,-0.249,0.879,0.179,-1.819,-0.105,-4,3,47,1,612,NA
Uganda,2001,1,Civilians,2,61,5.463208622989112,17.024874285940776,NA,0,NA,1,-2.142,-0.249,0.879,0.179,-1.819,-0.105,-4,3,47,1,61,47
Kenya,1997,1,Civilians,2,10,6.136440843972594,17.16064060093569,NA,0,1,1,-0.603,-0.23,0.723,0.169,-1.614,0.339,4,4,49,1,10,49
Kenya,1997,1,Civilians,2,10,6.136440843972594,17.16064060093569,NA,0,1,1,-0.603,-0.23,0.723,0.169,-1.614,0.339,4,4,49,1,10,49
Egypt,2010,1,Civilians,2,NA,7.827947204963407,18.284315774824844,NA,1,1,0,-1.861,-1.94,0.245,0.061,-0.691,-1.788,-3,3,50,0,88,8
Egypt,2010,1,Civilians,2,NA,7.827947204963407,18.284315774824844,NA,1,1,0,-1.861,-1.94,0.245,0.061,-0.691,-1.788,-3,3,50,1,NA,50
Nigeria,2007,1,Civilians,2,5,7.537117135563673,18.81470753657378,6,0,1,1,-1.269,-0.31,0.842,0.177,-1.603,0.513,4,2,122,0,3,NA
Nigeria,2007,1,Civilians,2,5,7.537117135563673,18.81470753657378,6,0,1,1,-1.269,-0.31,0.842,0.177,-1.603,0.513,4,2,122,1,5,122
Algeria,1991,1,Civilians,2,NA,7.466961680342693,17.078744071413272,NA,0,0,0,-0.02,-0.948,0.343,0.475,-0.375,-0.805,-2,4,NA,0,125,25
Kenya,1997,1,Civilians,2,10,6.136440843972594,17.16064060093569,NA,0,1,1,-0.603,-0.23,0.723,0.169,-1.614,0.339,4,4,49,1,10,49
Kenya,1997,1,Civilians,2,10,6.136440843972594,17.16064060093569,NA,0,1,1,-0.603,-0.23,0.723,0.169,-1.614,0.339,4,4,49,1,10,49
Haiti,2000,1,Civilians,2,NA,6.703187259530578,15.93899589857431,NA,0,1,1,-0.53,-2.449,0.537,0.326,-1.173,1.099,-2,5,NA,1,2,NA
Haiti,2000,1,Civilians,2,NA,6.703187259530578,15.93899589857431,NA,0,1,1,-0.53,-2.449,0.537,0.326,-1.173,1.099,-2,5,NA,1,NA,NA
Haiti,2000,1,Civilians,2,NA,6.703187259530578,15.93899589857431,NA,0,1,1,-0.53,-2.449,0.537,0.326,-1.173,1.099,-2,5,NA,1,NA,NA
Algeria,1991,1,Civilians,2,NA,7.466961680342693,17.078744071413272,NA,0,0,0,-0.02,-0.948,0.343,0.475,-0.375,-0.805,-2,4,NA,1,NA,NA
Sri Lanka,2001,1,Civilians,2,18,6.72479780685221,16.755292763804583,NA,0,0,1,-0.282,-0.616,0.785,0.612,0.64,1.175,6,2,NA,0,NA,40
Haiti,2000,1,Civilians,2,NA,6.703187259530578,15.93899589857431,NA,0,1,1,-0.53,-2.449,0.537,0.326,-1.173,1.099,-2,5,NA,1,NA,NA
Haiti,2000,1,Civilians,2,NA,6.703187259530578,15.93899589857431,NA,0,1,1,-0.53,-2.449,0.537,0.326,-1.173,1.099,-2,5,NA,1,NA,NA
Haiti,2000,1,Civilians,2,NA,6.703187259530578,15.93899589857431,NA,0,1,1,-0.53,-2.449,0.537,0.326,-1.173,1.099,-2,5,NA,1,NA,NA
India,1999,1,Civilians,2,453,6.088957467123496,20.762967255696086,NA,0,1,1,1.448,0.484,0.823,0.864,0.832,0.932,9,0,NA,0,453,NA
India,1999,1,Civilians,2,453,6.088957467123496,20.762967255696086,NA,0,1,1,1.448,0.484,0.823,0.864,0.832,0.932,9,0,NA,1,453,NA
Bulgaria,1990,0,Civilians,2,NA,7.76917995069777,15.980933561036034,NA,0,NA,1,0.499,1.14,0.78,0.476,1.105,1.254,7,3,NA,0,NA,NA
Bulgaria,1990,0,Civilians,2,NA,7.76917995069777,15.980933561036034,NA,0,NA,1,0.499,1.14,0.78,0.476,1.105,1.254,7,3,NA,0,NA,NA
India,1996,0,Civilians,2,279,5.990407747696022,20.706405718581486,NA,0,1,1,1.409,0.5,0.823,0.856,0.832,0.932,8,0,NA,1,453,NA
Bangladesh,1991,1,Civilians,2,70,5.646796817475771,18.509083797111334,NA,0,0,1,0.461,-0.228,0.666,0.491,-0.964,1.765,6,4,NA,0,14,NA
India,1999,0,Civilians,2,453,6.088957467123496,20.762967255696086,NA,0,1,1,1.448,0.484,0.823,0.864,0.832,0.932,9,0,NA,0,279,NA
Egypt,2011,0,Civilians,2,NA,7.880661679513979,18.30639220293122,4,0,0,1,-1.725,-1.923,0.364,0.044,-0.691,-1.397,-2,0,73,1,NA,50
Egypt,2011,0,Civilians,2,NA,7.880661679513979,18.30639220293122,4,0,0,1,-1.725,-1.923,0.364,0.044,-0.691,-1.397,-2,0,73,0,NA,73
Bosnia and Herzegovina,1996,0,Civilians,2,NA,6.569416405149558,15.178472574659418,NA,NA,NA,NA,-0.305,1.069,0.527,0.189,-0.503,0.982,NA,NA,NA,0,NA,NA
Bosnia and Herzegovina,1998,1,Civilians,2,NA,6.908153842044527,15.2301637297791,NA,NA,NA,NA,1.042,1.066,0.517,0.661,-0.503,1.082,NA,NA,NA,0,NA,NA
Indonesia,1999,1,Civilians,2,902,6.497563864264808,19.167354046783345,NA,0,0,1,0.815,1.249,0.634,0.539,-0.804,1.416,6,0,NA,1,902,NA
Indonesia,1997,1,Civilians,2,29,6.9606772367389365,19.1367042887217,NA,0,1,1,-1.661,-0.72,0.102,0.177,-2.701,0.041,-7,0,NA,1,902,NA
India,1996,0,Civilians,2,279,5.990407747696022,20.706405718581486,NA,0,1,1,1.409,0.5,0.823,0.856,0.832,0.932,8,0,NA,1,383,NA
Bangladesh,2001,1,Civilians,2,14,6.016275545139406,18.695813026182076,NA,0,0,1,0.461,-0.507,0.772,0.531,-1.406,1.646,6,4,NA,1,70,NA
Russia,2007,0,Civilians,2,NA,NA,NA,NA,NA,NA,NA,-0.84,-0.469,0.458,0.425,-0.385,-0.105,4,1,NA,0,NA,NA
Egypt,2010,0,Civilians,2,NA,7.827947204963407,18.284315774824844,NA,1,1,0,-1.861,-1.94,0.245,0.061,-0.691,-1.788,-3,3,50,0,NA,73
Egypt,2010,0,Civilians,2,NA,7.827947204963407,18.284315774824844,NA,1,1,0,-1.861,-1.94,0.245,0.061,-0.691,-1.788,-3,3,50,0,NA,50
Bulgaria,2011,0,Civilians,2,NA,8.96816247171429,15.809983362317642,8,0,1,1,1.217,1.666,0.827,0.745,0.295,2.088,9,5,NA,0,NA,NA
Bulgaria,2011,0,Civilians,2,NA,8.96816247171429,15.809983362317642,8,0,1,1,1.217,1.666,0.827,0.745,0.295,2.088,9,5,NA,0,NA,NA
Bulgaria,1990,0,Civilians,2,NA,7.76917995069777,15.980933561036034,NA,0,NA,1,0.499,1.14,0.78,0.476,1.105,1.254,7,3,NA,0,NA,NA
Bulgaria,1990,0,Civilians,2,NA,7.76917995069777,15.980933561036034,NA,0,NA,1,0.499,1.14,0.78,0.476,1.105,1.254,7,3,NA,0,NA,NA
Mexico,2003,0,Civilians,2,NA,8.870717043703513,18.44468376273001,NA,0,NA,0,1.877,0.871,0.688,0.844,-0.587,2.414,8,3,NA,0,1,NA
Ethiopia,2005,0,Civilians,2,24,5.075653648670711,18.165400548114434,4,1,1,1,-0.671,-0.745,0.364,0.191,-0.775,-0.874,-3,0,16,1,0,53
Republic of Congo,2002,1,Civilians,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,NA,1
Nigeria,1993,0,Civilians,2,3,5.598523893757614,18.448057215184587,NA,1,1,1,-0.407,-0.959,0.81,0.141,-0.528,-1.058,-7,2,NA,1,5,122
Venezuela,2000,0,Civilians,2,27,NA,NA,NA,0,NA,1,0.598,0.719,0.609,0.732,-1.611,0.125,7,4,NA,0,30,NA
Venezuela,2000,0,Civilians,2,27,NA,NA,NA,0,NA,1,0.598,0.719,0.609,0.732,-1.611,0.125,7,4,NA,0,27,NA
Kazakhstan,2012,1,Civilians,2,NA,9.424378536007787,16.636418500163337,NA,1,1,1,-1.156,-1.441,0.408,0.221,-1.354,-0.562,-6,NA,NA,0,NA,NA
Nigeria,2011,0,Civilians,2,112,7.825995421058666,18.92426266533938,7,0,NA,1,-0.749,-0.12,0.868,0.311,-1.603,1.128,4,0,125,0,3,NA
Nigeria,2011,0,Civilians,2,112,7.825995421058666,18.92426266533938,7,0,NA,1,-0.749,-0.12,0.868,0.311,-1.603,1.128,4,0,125,0,112,125
Bangladesh,2001,1,Civilians,2,14,6.016275545139406,18.695813026182076,NA,0,0,1,0.461,-0.507,0.772,0.531,-1.406,1.646,6,4,NA,1,14,NA
Pakistan,2002,0,Civilians,2,22,6.193232309803615,18.910871773273467,NA,1,1,1,-1.241,-1.559,0.651,0.136,-1.27,1.256,-5,2,NA,1,318,NA
Pakistan,2002,0,Civilians,2,22,6.193232309803615,18.910871773273467,NA,1,1,1,-1.241,-1.559,0.651,0.136,-1.27,1.256,-5,2,NA,0,22,NA
Israel,1992,1,Civilians,2,11,NA,15.44925076292134,NA,0,NA,0,1.489,0.879,0.883,0.914,1.826,2.217,6,3,NA,1,57,NA
Israel,2001,1,Civilians,2,103,9.947955549662169,15.67788380652032,NA,0,0,0,1.478,0.687,0.875,0.914,1.826,1.45,6,2,NA,1,11,NA
Israel,2001,1,Civilians,2,103,9.947955549662169,15.67788380652032,NA,0,0,0,1.478,0.687,0.875,0.914,1.826,1.45,6,2,NA,1,11,NA
Israel,2003,1,Civilians,2,154,9.884670389687134,15.716079588049604,NA,0,NA,0,1.498,0.871,0.841,0.916,1.826,1.45,6,2,NA,1,103,NA
Israel,2001,0,Civilians,2,103,9.947955549662169,15.67788380652032,NA,0,0,0,1.478,0.687,0.875,0.914,1.826,1.45,6,2,NA,1,11,NA
Israel,2001,1,Civilians,2,103,9.947955549662169,15.67788380652032,NA,0,0,0,1.478,0.687,0.875,0.914,1.826,1.45,6,2,NA,0,103,NA
Israel,1992,0,Civilians,2,11,NA,15.44925076292134,NA,0,NA,0,1.489,0.879,0.883,0.914,1.826,2.217,6,3,NA,1,103,NA
Israel,1996,0,Civilians,2,57,9.909319606696661,15.55457223819188,NA,0,NA,0,1.489,0.877,0.919,0.915,1.826,2.217,6,5,NA,0,11,NA
Israel,1996,0,Civilians,2,57,9.909319606696661,15.55457223819188,NA,0,0,0,1.489,0.877,0.919,0.915,1.826,2.217,6,5,NA,0,57,NA
Israel,1996,1,Civilians,2,57,9.909319606696661,15.55457223819188,NA,0,NA,0,1.489,0.877,0.919,0.915,1.826,2.217,6,5,NA,0,57,NA
Israel,1996,1,Civilians,2,57,9.909319606696661,15.55457223819188,NA,0,0,0,1.489,0.877,0.919,0.915,1.826,2.217,6,5,NA,1,57,NA
Israel,2001,0,Civilians,2,103,9.947955549662169,15.67788380652032,NA,0,0,0,1.478,0.687,0.875,0.914,1.826,1.45,6,2,NA,1,57,NA
Indonesia,2009,0,Civilians,2,NA,7.713827163832054,19.300229890933714,6,0,1,1,1.178,0.925,0.851,0.798,-0.745,0.81,8,3,NA,1,29,NA
Indonesia,2009,0,Civilians,2,NA,7.713827163832054,19.300229890933714,6,0,NA,1,1.178,0.925,0.851,0.798,-0.745,0.81,8,3,NA,0,NA,NA
Indonesia,2009,1,Civilians,2,NA,7.713827163832054,19.300229890933714,6,0,1,1,1.178,0.925,0.851,0.798,-0.745,0.81,8,3,NA,0,NA,NA
Indonesia,2009,1,Civilians,2,NA,7.713827163832054,19.300229890933714,6,0,NA,1,1.178,0.925,0.851,0.798,-0.745,0.81,8,3,NA,1,NA,NA
Israel,2001,0,Civilians,2,103,9.947955549662169,15.67788380652032,NA,0,0,0,1.478,0.687,0.875,0.914,1.826,1.45,6,2,NA,0,103,NA
Bolivia,1997,0,Civilians,2,NA,NA,NA,NA,0,NA,1,2.241,1.369,0.701,0.885,-1.341,1.452,9,7,NA,1,NA,NA
Bolivia,1997,0,Civilians,2,NA,NA,NA,NA,0,NA,1,2.241,1.369,0.701,0.885,-1.341,1.452,9,7,NA,0,NA,NA
Bolivia,2005,0,Civilians,2,NA,NA,NA,NA,0,NA,1,1.133,0.903,0.852,0.85,-1.341,1.25,8,6,NA,0,NA,NA
Bolivia,2005,0,Civilians,2,NA,NA,NA,NA,0,NA,1,1.133,0.903,0.852,0.85,-1.341,1.25,8,6,NA,0,NA,NA
Mexico,2003,1,Civilians,2,NA,8.870717043703513,18.44468376273001,NA,0,NA,0,1.877,0.871,0.688,0.844,-0.587,2.414,8,3,NA,0,1,NA
Bolivia,2002,1,Civilians,2,NA,NA,NA,NA,0,NA,1,1.779,1.351,0.768,0.875,-1.341,1.452,9,7,NA,0,NA,NA
Bolivia,2002,1,Civilians,2,NA,NA,NA,NA,0,NA,1,1.779,1.351,0.768,0.875,-1.341,1.452,9,7,NA,1,NA,NA
Mexico,1994,0,Civilians,2,3,8.69559433796855,18.29641400444205,NA,0,1,1,-0.164,0.852,0.442,0.533,-0.587,0.8,4,1,NA,1,NA,NA
Mexico,1994,0,Civilians,2,3,8.69559433796855,18.29641400444205,NA,0,1,1,-0.164,0.852,0.442,0.533,-0.587,0.8,4,1,NA,0,3,NA
Indonesia,1997,1,Civilians,2,29,6.9606772367389365,19.1367042887217,NA,0,1,1,-1.661,-0.72,0.102,0.177,-2.701,0.041,-7,0,NA,1,NA,NA
Nepal,1999,1,Civilians,2,139,5.339898147156734,16.999511543873247,NA,0,NA,1,-1.885,-2.835,0.727,0.209,-1.571,1.022,6,2,NA,1,139,NA
Haiti,1995,0,Civilians,2,1,5.91038215643227,15.847246572043709,NA,0,0,1,-0.273,-1.994,0.537,0.215,-1.173,1.099,6,6,NA,0,NA,NA
Haiti,1995,0,Civilians,2,1,5.91038215643227,15.847246572043709,NA,0,0,1,-0.273,-1.994,0.537,0.215,-1.173,1.099,6,6,NA,0,1,NA
Haiti,1995,0,Civilians,2,1,5.91038215643227,15.847246572043709,NA,0,NA,1,-0.273,-1.994,0.537,0.215,-1.173,1.099,6,6,NA,0,1,NA
India,1996,1,Civilians,2,279,5.990407747696022,20.706405718581486,NA,0,1,1,1.409,0.5,0.823,0.856,0.832,0.932,8,0,NA,1,777,NA
Indonesia,1999,1,Civilians,2,902,6.497563864264808,19.167354046783345,NA,0,0,1,0.815,1.249,0.634,0.539,-0.804,1.416,6,0,NA,1,29,NA
Indonesia,1999,1,Civilians,2,902,6.497563864264808,19.167354046783345,NA,0,0,1,0.815,1.249,0.634,0.539,-0.804,1.416,6,0,NA,1,902,NA
Indonesia,1999,0,Civilians,2,902,6.497563864264808,19.167354046783345,NA,0,0,1,0.815,1.249,0.634,0.539,-0.804,1.416,6,0,NA,1,902,NA
Indonesia,1999,1,Civilians,2,902,6.497563864264808,19.167354046783345,NA,0,0,1,0.815,1.249,0.634,0.539,-0.804,1.416,6,0,NA,0,902,NA
Indonesia,1999,1,Civilians,2,902,6.497563864264808,19.167354046783345,NA,0,0,1,0.815,1.249,0.634,0.539,-0.804,1.416,6,0,NA,1,902,NA
Indonesia,1999,1,Civilians,2,902,6.497563864264808,19.167354046783345,NA,0,0,1,0.815,1.249,0.634,0.539,-0.804,1.416,6,0,NA,1,902,NA
Bulgaria,1990,0,Civilians,2,NA,7.76917995069777,15.980933561036034,NA,0,NA,1,0.499,1.14,0.78,0.476,1.105,1.254,7,3,NA,0,NA,NA
Bulgaria,1990,0,Civilians,2,NA,7.76917995069777,15.980933561036034,NA,0,NA,1,0.499,1.14,0.78,0.476,1.105,1.254,7,3,NA,0,NA,NA
Bulgaria,1997,0,Civilians,2,NA,7.216263268230399,15.933218992670952,NA,0,NA,1,1.892,1.148,0.78,0.789,0.449,1.511,8,5,NA,0,NA,NA
India,1991,1,Civilians,2,464,5.7165355999408884,20.60554227502143,NA,0,0,0,1.438,0.492,0.816,0.824,0.832,0.932,8,0,NA,1,279,NA
Indonesia,1997,1,Civilians,2,29,6.9606772367389365,19.1367042887217,NA,0,1,1,-1.661,-0.72,0.102,0.177,-2.701,0.041,-7,0,NA,1,902,NA
Sri Lanka,2005,0,Civilians,2,10,7.129856835744805,16.78822944324124,6,0,0,1,-0.156,-0.654,0.468,0.61,0.64,0.808,5,4,NA,0,44,NA
